"REGION","COUNTRY","CITY","CORRIDOR","CORRIDOR_LENGTH_KM","DAILY_DEMAND_CORRIDOR_PASSENGERS_PER_DAY","GRADE_SEPARATED_INTERSECTIONS_CORRIDOR","LENGTH_OF_EXCLUSIVE_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_COUNTERFLOW_LANES_CORRIDOR_KM","LENGTH_OF_SEGREGATED_LANES_CORRIDOR_KM","OPERATING_SPEED_CORRIDOR","PEAK_FREQUENCY_CORRIDOR_BUSES_PER_HOUR_PER_DIRECTION","PEAK_LOAD_CORRIDOR_PASSENGERS_PER_HOUR_PER_DIRECTION","PHYSICALLY_INTEGRATED_FEEDERS","PRE_BOARD_FARE_COLLECTION_CORRIDOR","STATION_SPACING_CORRIDOR_M","TOTAL_COST_PER_KILOMETER_CORRIDOR_US_MILLION_PER_KM","YEAR_CORRIDOR_COMMENCED"
"Latin America","Brazil","Uberaba","Leste/Oeste",5,68000,"",NA,NA,5,"25",15,NA,"Yes","All","500",2.239,2015
"Latin America","Brazil","Uberlândia","Estrutural Sudeste",7.5,16000,"None",0,0,7.5,"25",20,3583,"Yes","All","500",1.59,2006
"Latin America","Chile","Santiago","Anillo Intermedio Norte",2.6,NA,"None",0,0,2.6,"",NA,NA,"No","None","",NA,2008
"Latin America","Chile","Santiago","Avenida Grecia",10,59000,"None",0,0,10,"21.5",80,4400,"No","Partial","500",NA,2008
"Latin America","Chile","Santiago","Blanco Encalada - Arica",1.7,NA,"None",0,0,1.7,"",NA,NA,"No","None","",NA,2006
"Latin America","Chile","Santiago","Departamental Poniente",3.5,NA,"None",0,0,3.5,"",NA,NA,"No","None","",NA,2009
"Latin America","Chile","Santiago","Dorsal",2.7,NA,"None",0,0,2.7,"",NA,NA,"No","Partial","",NA,2010
"Latin America","Chile","Santiago","Las Industrias",13.3,NA,"None",0,0,13.3,"",NA,NA,"No","None","",NA,2008
"Latin America","Chile","Santiago","Pajaritos Norte",8,72400,"None",0,0,8,"",185,12700,"No","None","228.6",NA,2009
"Latin America","Chile","Santiago","Pajaritos Sur",1.8,6500,"None",0,0,1.8,"26.5",99,4300,"No","None","300",NA,2008
"Latin America","Chile","Santiago","Pedro Aguirre Cerda",14.7,53500,"None",0,0,14.7,"28.5",81,4500,"No","None","1336.4",NA,2008
"Latin America","Chile","Santiago","Santa Rosa Norte",10.85,58600,"None",0,0,8.35,"29",126,13500,"No","None","417.3",NA,2008
"Latin America","Chile","Santiago","Santa Rosa Sur",8.6,NA,"None",0,0,8.6,"",NA,NA,"No","Partial","",NA,2010
"Latin America","Chile","Santiago","Suiza - Las Rejas",2.9,6300,"None",NA,0,1.95,"25",36,3800,"No","None","580",NA,2006
"Latin America","Chile","Santiago","Vicuña Mackenna Norte",1.7,NA,"None",0,0,1.7,"",NA,NA,"No","None","",NA,2010
"Latin America","Chile","Santiago","Vicuña Mackenna Sur",9.5,84500,"None",NA,0,9.5,"26.6",87,5300,"No","Partial","395.8",NA,2009
"Latin America","Colombia","Barranquilla","Troncal Murillo",9.5,NA,"None",0,0,9.5,"23.5",54,NA,"Yes","All","700",NA,2010
"Latin America","Colombia","Barranquilla","Troncal Olaya",4.5,NA,"None",0,0,4.5,"20.5",NA,NA,"Yes","All","700",NA,2010
"Latin America","Colombia","Bogotá","Américas",13,282051,"None",0,0,13,"26.2",NA,24450,"Yes","All","812.5",NA,2003
"Latin America","Colombia","Bogotá","Calle 26",12.2,104180,"None",0,0,12.2,"26.2",NA,NA,"Yes","All","938.5",NA,2012
"Latin America","Colombia","Bogotá","Calle 80",10.1,158086,"None",0,0,10.1,"26.2",NA,23400,"Yes","All","841.7",NA,2000
"Latin America","Colombia","Bogotá","Caracas",8.1,520880,"None",0,0,8.1,"26.2",NA,48000,"Yes","All","578.6",NA,2000
"Latin America","Colombia","Bogotá","Caracas Sur",11.9,520880,"None",0,0,11.9,"26.2",NA,33300,"","All","850",NA,2001
"Latin America","Colombia","Bogotá","Carrera 10",7.3,256970,"None",0,0,7.3,"26.2",NA,NA,"Yes","All","811.1",NA,2012
"Latin America","Colombia","Bogotá","Eje Ambiental",1.9,520880,"None",0,0,1.9,"26.2",NA,7600,"","All","633.3",NA,2002
"Latin America","Colombia","Bogotá","Norte",10.3,335700,"None",0,0,10.3,"26.2",NA,39600,"Yes","All","686.7",NA,2001
"Latin America","Colombia","Bogotá","NQS Central",12.4,192405,"None",0,0,10.6,"26.2",NA,19000,"Yes","All","1127.3",NA,2005
"Latin America","Colombia","Bogotá","NQS Sur",12.7,192405,"None",0,0,12.7,"26.2",NA,19000,"","All","846.7",NA,2005
"Latin America","Colombia","Bogotá","Suba",13,121438,"None",0,0,13,"26.2",NA,20100,"Yes","All","1000",NA,2006
"Latin America","Colombia","Bucaramanga","Metrolínea",8.95,72000,"None",6.75,0,2.2,"20",45,4525,"Yes","All","530",NA,2010
"Latin America","Colombia","Cali","Aguablanca",5.73,NA,"None",0,0,5.73,"",NA,NA,"Yes","All","818.6",NA,2011
"Latin America","Colombia","Cali","Avenida 3",3.24,NA,"None",0,0,3.24,"",NA,NA,"Yes","All","540",NA,2010
"Latin America","Colombia","Cali","Calle 5",9.7,NA,"None",0,0,9.7,"",NA,NA,"Yes","All","746.2",NA,2008
"Latin America","Colombia","Cali","Carrera 1",7,NA,"None",0,0,7,"",NA,NA,"Yes","All","1166.7",NA,2009
"Latin America","Colombia","Cali","Carrera 15",6.9,NA,"None",0,0,6.9,"",NA,NA,"Yes","All","985.7",NA,2008
"Latin America","Colombia","Cali","Centro (Calle 13/Calle 15)",3.5,NA,"None",0,0,3.5,"",NA,NA,"Yes","All","350",NA,2008
"Latin America","Colombia","Medellín","Línea 1",12.5,52000,"None",0,0,12.5,"16",40,2450,"Yes","All","595",NA,2011
"Latin America","Colombia","Medellín","Línea 2",5.5,8000,"None",0,0,5.5,"",10,NA,"Yes","None","685",NA,2013
"Latin America","Colombia","Pereira","Ruta 1",10.8,NA,"None",0,0,10,"20",12,NA,"Yes","All","568.4",NA,2006
"Latin America","Colombia","Pereira","Ruta 2",10.8,NA,"None",0,0,10,"20",15,NA,"Yes","All","568.4",NA,2006
"Latin America","Colombia","Pereira","Ruta 3",7.6,NA,"None",0,0,7.6,"20",15,NA,"Yes","All","542.9",NA,2006
"Latin America","Ecuador","Guayaquil","25 de Julio - Río Daule",13.6,NA,"None",0,0,6,"",NA,15000,"Yes","All","400",NA,2013
"Latin America","Ecuador","Guayaquil","Bastión Popular - Centro",16.1,170000,"None",0,0,16.5,"21.5",30,5720,"Yes","All","400",NA,2008
"Latin America","Ecuador","Guayaquil","Guasmo - Río Daule",15.7,140000,"None",2.2,0,13.9,"21.5",30,5030,"Yes","All","400",NA,2006
"Latin America","Ecuador","Quito","Central Norte",14.7,150000,"Partial",0,0,14.7,"20",20,7300,"No","All","700",NA,2005
"Latin America","Ecuador","Quito","Ecovía (North Eastern Corridor)",9.8,149780,"Partial",0,0,9.8,"16.5",30,6800,"Yes","All","650",NA,2002
"Latin America","Ecuador","Quito","Sur Occidental",14,220000,"Partial",0,0,14,"18",140,9300,"Yes","","700",NA,2012
"Latin America","Ecuador","Quito","Sur Oriental",12.1,79940,"Partial",0,0,12.1,"18",40,3050,"Yes","None","355",NA,2010
"Latin America","Ecuador","Quito","TroleBús",18.7,233375,"Partial",0,4.9,13.8,"16.4",60,11700,"Yes","All","400",NA,1995
"Latin America","El Salvador","Gran San Salvador","Corredor SITRAMSS",6.4,27000,"",NA,NA,6.4,"15.4",140,3000,"","All","711",6.602,2015
"Latin America","Guatemala","Guatemala","Ramal Central",11,30000,"None",0,0,5.7,"30",30,NA,"No","All","800",NA,2009
"Latin America","Guatemala","Guatemala","Ramal Sur",24,180000,"None",0,0,16.1,"23",30,12500,"No","All","1600",NA,2007
"Latin America","Mexico","Chihuahua","ViveBús",22.4,50000,"None",0,0,20.4,"",NA,NA,"","All","622.2",NA,2013
"Latin America","Mexico","Ecatepec","Linea I: Ciudad Azteca - Ojo de Agua",16.5,140000,"None",0,0,16.5,"25",20,9000,"No","All","750",NA,2010
"Latin America","Mexico","Guadalajara","Línea 1",16,127000,"None",0,0,16,"28",12,9000,"No","All","590",NA,2009
"Latin America","Mexico","Guadalupe","Guadalupe",7.6,15000,"None",0,0,7.6,"20",15,NA,"No","All","447.1",NA,2005
"Latin America","Mexico","Juárez","ViveBús",25,50000,"",NA,NA,NA,"",NA,NA,"","All","757.6",NA,2013
"Latin America","Mexico","León de los Aldama","Sistema Integrado de Transporte Optibus",31.8,220500,"None",0,1.35,30.45,"20",45,7000,"Yes","All","400",NA,2003
"Latin America","Mexico","Mexico City","Línea 1, Indios Verdes - Caminero",30,470000,"None",0,0,30,"18.3",77,12000,"No","All","769.2",NA,2005
"Latin America","Mexico","Mexico City","Línea 2, Tacubaya - Tepalcates",20,175000,"None",0,3.8,20,"20",40,6500,"No","All","645.2",NA,2009
"Latin America","Mexico","Mexico City","Línea 3, Tenayuca - Etiopia II",17,140000,"None",0,0,17,"18.6",37,5000,"No","All","629.6",NA,2011
"Latin America","Mexico","Mexico City","Línea 4, Buenavista - San Lázaro - Aeropuerto",28,55000,"None",0,0,28,"10",13,1000,"No","None","965.5",NA,2012
"Latin America","Mexico","Mexico City","Línea 5, Río de los Remedios - San Lázaro",10,60000,"None",0,0,10,"18",36,5400,"No","All","625",NA,2013
"Latin America","Mexico","Monterrey","Ecovía",30.1,NA,"Partial",NA,0,30.1,"",NA,NA,"","All","771.8",10.014,2014
"Latin America","Mexico","Nezahualcoyotl","Linea III: Chimalhuacán - Pantitlán",16.9,130000,"None",0,0,16.9,"16.9",20,NA,"No","All","625.9",41.42,2013
"Latin America","Mexico","Puebla","Línea 1",18.5,71704,"None",0,0,18.5,"25",20,NA,"No","All","513.9",NA,2013
"Latin America","Mexico","Puebla","Línea 2",13.8,180000,"None",NA,NA,13.8,"",NA,NA,"","All","460",NA,2015
"Latin America","Panama","Panama","Cinta Costera",5,NA,"None",0,0,5,"",NA,9500,"No","All","",NA,2011
"Latin America","Peru","Lima","COSAC I",26,350000,"All",9.2,0,16.8,"25.5",117,22800,"Yes","Partial","700",NA,1972
"Latin America","Trinidad and Tobago","Port of Spain - Arima","Priority Bus Route",24.9,NA,"None",0,0,24.9,"",NA,NA,"","None","",NA,2011
"Latin America","Uruguay","Montevideo","Corredor Garzón",6.3,25000,"None",0,0,6.3,"",18,NA,"Yes","None","370",NA,2012
"Latin America","Venezuela","Barquisimeto","Ruta 1",15.4,61632,"None",0,13.6,0,"",NA,NA,"Partial","None","669.6",NA,2013
"Latin America","Venezuela","Barquisimeto","Ruta 2",8.5,71198,"None",0,3.2,0,"",NA,NA,"Partial","None","472.2",NA,2013
"Latin America","Venezuela","Caracas","Línea 7",5.2,30000,"None",0,0,5.2,"",NA,NA,"Yes","All","470",NA,2012
"Latin America","Venezuela","Merida","Trolebús de Mérida - Línea 1",13.1,30000,"None",0,13.1,0,"25",16,9000,"Yes","All","625",NA,2007
"Northern America","Canada","Brampton","Bovaird Drive",18,1886,"",NA,NA,NA,"",NA,196,"","None","1384.6",NA,2014
"Northern America","Canada","Brampton","Main",21,11045,"",NA,NA,NA,"",6,1010,"","None","1050",NA,2011
"Northern America","Canada","Brampton","Queen East",29.5,15307,"",NA,NA,NA,"",4,1343,"","None","1475",NA,2010
"Northern America","Canada","Brampton","Steeles East",16,9119,"",NA,NA,NA,"",NA,873,"","None","800",NA,2012
"Northern America","Canada","Gatineau","Rapibus",12,NA,"None",0,0,12,"",24,3500,"","All","1200",NA,2013
"Northern America","Canada","Halifax","",39.44,7266,"",NA,NA,NA,"",NA,NA,"","","",NA,2005
"Northern America","Canada","Ottawa","Transitway",35.4,220000,"None",35.4,NA,NA,"45",180,10500,"Yes","All","621.1",14.623,1983
"Northern America","Canada","Vancouver","Broadway Corridor",27,100000,"None",0,0,6.6,"23",NA,NA,"No","All","1900",NA,1996
"Northern America","Canada","Waterloo","200 iXpress",37,11000,"None",NA,NA,NA,"",4,NA,"Yes","None","2640",NA,2005
"Northern America","Canada","Waterloo","201 iXpress",15,3000,"None",NA,NA,NA,"",4,NA,"Yes","None","714",NA,2011
"Northern America","Canada","Winnipeg","RT",3.6,166000,"",NA,NA,NA,"",45,NA,"","","",NA,2012
"Northern America","Canada","York Regional Municipality","Line2",59,35300,"",NA,NA,NA,"",NA,NA,"","","",NA,2005
"Northern America","United States","Albuquerque","The Red Line (766)",17.7,5167,"None",1.1,NA,NA,"28",4,NA,"","None","1106.3",NA,2004
"Northern America","United States","Boston","Silver Line Washington Street",3.86,18879,"None",0,0.1,2.2,"12.9",16,NA,"Yes","None","322",6.736,2002
"Northern America","United States","Boston","Silver Line Waterfront",6.44,14507,"Partial",4,0,0,"20",18,NA,"No","Partial","379",93.168,2004
"Northern America","United States","Chicago","Jeffery Jump",25.4,12500,"None",0,0,3.2,"25.4",12,NA,"","None","805",NA,2012
"Northern America","United States","Cleveland","HealthLine",11.4,15800,"None",0,0,7.2,"17.7",10,NA,"","All","317",17.544,2009
"Northern America","United States","Eugene","Gateway Line",12.48,NA,"None",0,0,8.32,"24",6,NA,"","All","891",3.28,2011
"Northern America","United States","Eugene","Green Line",6.4,10000,"None",0,0,3.84,"16.9",6,500,"","All","640",3.9,2007
"Northern America","United States","Everett","",26.9,4200,"None",0,0,16,"",5,NA,"","All","1921.4",1.059,2009
"Northern America","United States","Kansas City","Main Street",14.4,5400,"None",0,0,7.5,"22.5",6,NA,"","None","654",1.45,2005
"Northern America","United States","Kansas City","Troost Avenue",20.8,8500,"None",0,0,NA,"22.5",6,NA,"","None","945",1.48,2011
"Northern America","United States","Las Vegas","MAX (Metropolitan Area Express)",12.07,7400,"None",0,0,7.24,"21.9",NA,NA,"","All","862.1",1.682,2004
"Northern America","United States","Las Vegas","SDX (Strip & Downtown Express)",14.48,16789,"",0,NA,3.62,"20",NA,NA,"","All","851.8",3.729,2010
"Northern America","United States","Las Vegas","SX (Sahara Express)",36.5,10000,"None",0,0,21.08,"",NA,NA,"","All","618.6",1.107,2012
"Northern America","United States","Los Angeles","Orange Line",22.9,33000,"None",0,0,21.25,"32",15,NA,"No","All","1635.7",NA,2005
"Northern America","United States","Miami","South Miami-Dade Busway",34,23000,"",NA,NA,NA,"45",NA,NA,"","","607.1",NA,1997
"Northern America","United States","New York","B44 SBS (Nostrand Avenue)",14.96,41000,"None",NA,NA,NA,"",12,NA,"N/A","All","805",0.602,2013
"Northern America","United States","New York","Bx12 SBS (Fordham Road - Pelham Pkwy)",14.48,47037,"None",0,0,6.12,"18.5",15,NA,"N/A","All","805",0.691,2008
"Northern America","United States","New York","Bx41 SBS (Webster Avenue)",8.53,22000,"None",0,0,6.44,"19.8",8,NA,"N/A","All","775",1.758,2013
"Northern America","United States","New York","M15 SBS (1st/2nd Ave)",13.68,57557,"None",0,0,10.14,"12",15,NA,"N/A","All","805",1.279,2010
"Northern America","United States","New York","M34/M34A SBS (34th Street)",4,22000,"None",NA,NA,NA,"",17,NA,"N/A","All","327",6.75,2011
"Northern America","United States","New York","S79 SBS (Hylan Boulevard)",24.13,9972,"None",0,0,3.53,"",8,NA,"N/A","All","805",0.29,2012
"Northern America","United States","Oakland","San Pablo Rapid",23.8,13000,"",NA,NA,NA,"",12,NA,"","","",NA,2003
"Northern America","United States","Orlando","LYNX Lymmo",5.1,4475,"",NA,NA,NA,"",15,NA,"","","",4.047,1997
"Northern America","United States","Phoenix","",128.01,2372,"",NA,NA,NA,"",6,NA,"","","",NA,2008
"Northern America","United States","Pittsburgh","MLK East Busway",15,24000,"",NA,NA,NA,"48.3",15,5000,"","None","1633",NA,1983
"Northern America","United States","Pittsburgh","South Busway",7,9262,"",NA,NA,NA,"45.1",30,1650,"","None","627",NA,1977
"Northern America","United States","Pittsburgh","West Busway",9,8419,"",NA,NA,NA,"48.3",12,1365,"","None","1350",NA,2000
"Northern America","United States","San Bernardino","sbX",25.7,NA,"None",0,0,9.4,"",6,NA,"","None","1606.3",7.459,2014
"Northern America","United States","San Diego","UTC East Loop",4,NA,"None",NA,NA,NA,"",NA,NA,"","","666.7",NA,2012
"Northern America","United States","San Diego","UTC Transit Center – UCSD",10,NA,"None",NA,NA,NA,"",NA,NA,"","","833.3",NA,2009
"Northern America","United States","Snohomish County","",28.9,4878,"",NA,NA,NA,"",NA,NA,"","","",NA,2009
"Northern America","United States","Stockton","Route #40 - Pacific Corridor",8.85,3236,"",NA,NA,NA,"",6,NA,"","All","1.1",NA,2007
"Northern America","United States","Stockton","Route #43 - Hammer Corridor",8.52,1120,"",NA,NA,NA,"",4,NA,"","All","0.6",NA,2012
"Northern America","United States","Stockton","Route #44 - Airport Corridor",8.85,966,"",NA,NA,NA,"",3,NA,"","All","1.1",NA,2011
"Oceania","Australia","Adelaide","North East Busway",12,32000,"All",12,0,0,"80",85,6700,"","None","5000",10.25,1986
"Oceania","Australia","Brisbane","Eastern Busway",4,88300,"All",4,0,0,"20",89,9400,"","None","667",155.8,2009
"Oceania","Australia","Brisbane","Northern Busway",7.9,108300,"All",7.9,0,0,"",62,12500,"","None","1134",65.59,2008
"Oceania","Australia","Brisbane","South East Busway",16.5,160200,"All",16.5,0,0,"55",295,19900,"","None","1650",12.85,2000
"Oceania","Australia","Sydney - Blacktown - Rouse Hill","Blacktown to Rouse Hill (North-West T-way)",6.4,NA,"None",0,0,6.4,"18",17,NA,"Yes","Partial","711",NA,2007
"Oceania","Australia","Sydney - Liverpool - Parramatta","Liverpool-Parramatta T-Way",31,10681,"Partial",3,0,28,"29",6,3069,"Yes","Partial","920",NA,2003
"Oceania","Australia","Sydney - Parramatta - Rouse Hill","Parramatta to Rouse Hill (North-West T-way)",11.7,7660,"Partial",0,0,11.7,"29",42,NA,"No","Partial","861",NA,2007
"Oceania","New Zealand","Auckland","Northern Busway",6.2,22900,"All",6.2,0,0,"31",82,2200,"","None","1240",36.36,2008
